project,distribution,loc,scale
3nodedev_pole,uniform,1451937600.0,5097600.0
samuelc624_sp17,expon,0.0,6265554.443950457
JacksonChen666_too-many-commits,gamma,1.3423148137465644,1595261542.9514341
kmtos_DataFormats-JetReco,norm,1234180320.4416595,63994199.34586522
Anon-Exploiter_make-me-first-another,cauchy,1600840106.939869,29782.951916644903
yanzaihuai_ogate,cauchy,1483816522.2544363,1892996.4132859516
Awan_ops,powerlaw,0.5827690431536496,1608582523.0493908
freebsd_freebsd,norm,1006735596.5944622,315999208.9012725
wikimedia_mediawiki-extensions-Wikibase,gamma,2.536787216795976,1329375130.773795
syuu1228_openbsd-src,powerlaw,1.133450498091035,813962181.8889216
pbaffiliate4_repoForSettings,rayleigh,1536372696.876627,13652186.193146173
andylolz_ynmp-contrib,uniform,1521209633.0,1640.0
tmtmtmtm_armenia-assembly,gamma,22.591710899376917,1440774644.8237357
Waffiliate_repoForSynchOut,powerlaw,0.7954486674965423,1539257347.9998498
odoo_odoo,cauchy,1345320978.1916108,53636240.59000321
test-organization-kkjeer_bot-validation,cauchy,1598578328.6261368,6373415.543293075
labzero_lunch,gamma,265.43817709412895,735326527.6833477
object-logics_isabelle_para,cauchy,1313907957.4684896,95479452.65122959
learn-co-curriculum_python-for-loops-lab,lognorm,0.06920245145139242,1400375506.856812
gitorious.org_pkgsrc/mainline,powerlaw,1.6019825700371757,871916361.533973
repo.or.cz_vdsm,norm,1466975172.1764672,68680448.98788916
kraj_glibc,gamma,428.3859128662398,-3401903872.314289
wordpress-mobile_WordPress-Android,powerlaw,2.0880721288753836,1215804653.223988
opendaylight_openflowplugin,powerlaw,1.4155979645445256,1374279603.1118493
gradle_gradle,cauchy,1510176419.9654508,47896023.34175579
K5371_4,expon,0.0,5510265.436934096
beaulebens_keyring,norm,1336751449.548819,52662822.117018916
mamedev_mame,cauchy,1373709200.2869916,55500636.97271812
gelstudios_gitfiti,cauchy,1557974019.008391,10671643.010522164
CocoaPods_Specs,powerlaw,2.899808076619923,1204131128.0680642
archloong_packages,powerlaw,1.0585701497271347,1207441683.0852432
fcharlie_git-analyze-demo,rayleigh,1111278157.6591141,1072654408.3531991
spree_spree,gamma,25.349835602978537,941556436.1932906
XOOPS_XoopsCore25,cauchy,1321353376.6261363,17469117.16860663
bitbucket.org_secdo_mth,powerlaw,3.316984266954099,1599392263.5922704
saltstack_salt,gamma,8.207507201146809,1238628561.979077
marcomow_testkeklv,gamma,665.4693684703125,1413912291.468112
deadlyvipers_dojo_rules,rayleigh,1396692787.5029283,45909163.12685604
xndcn_smzdm.com,powerlaw,1.5709894967256686,1365540080.078302
coreos_coreos-overlay,powerlaw,1.4361263875292904,1255134412.9950733
g0v-data_mirror-10minutely,powerlaw,0.926032903006818,1514469965.9999995
git.kernel.org_pub_scm/public-inbox/vger.kernel.org/netdev/0,norm,1335812813.4752347,120652222.5181591
opf_openproject,gamma,13.258349826861032,987677885.187041
OpenVPN_openvpn,gamma,5.042646093895092,1010082670.595367
FentonA_scatter,rayleigh,1530856227.0997438,5776017.90513405
otiny_up,powerlaw,1.0630644965687739,1575033135.556665
Awan_simdata,powerlaw,23985999.017502487,-748824532448.3872
bitrig_bitrig-ports,cauchy,1364404231.4708986,80098392.27394931
Rancher_rancher.github.io,cauchy,1459944639.8092842,10624866.261132762
cdnjs_cdnjs,powerlaw,1.9877351278052053,1252607107.5248363
drt24_openbsd-import,powerlaw,1.096954259381309,813625275.5760205
liorkesos_mean,gamma,25.69896922683662,1189727386.2754078
Yankkk_Simple-JAVA,expon,0.0,3210641.1209753575
onegrit_Magento1.9,expon,0.0,61815228.44032032
NixOS_nix,powerlaw,15.040113127819993,146794351.41225386
noe287_reSystem,rayleigh,1535861275.1921244,4073187.3442919105
gitlab.com_kpld-webrtc_third_party,norm,1519708381.1636317,59090138.10482041
maritimerabroad_gitfiti,powerlaw,1.0447138516228285,1420127070.2719116
ValveSoftware_wine,cauchy,1472593874.1909773,67204288.22572917
sakaiproject_sakai,cauchy,1483023271.115118,63615430.749853276
coelckers_gzdoom,norm,1394785873.5922058,122429785.77391034
aldrikboy_comitter,uniform,1534151509.0,245823.0
project-draco-hr_platform_frameworks_base,powerlaw,1.4621875677635408,1224593818.227853
jelmer_subvertpy,cauchy,1230552989.7741213,46629132.572146066
SAP_openui5,rayleigh,1400945684.8752706,83316759.80861606
jimkang_land-of-contrasts,rayleigh,1514218988.904628,14696591.500686554
pcaruana_BD,gamma,4.296641926118183,1542126951.1975837
xavivars_apertium-es-ca,powerlaw,1.3325754628255106,1168597740.4955568
linux-mailinglist-archives_linux-kernel.vger.kernel.org.0,powerlaw,0.3214128406078405,1561980406.9999998
openfoodfacts_openfoodfacts-server,norm,1557471816.9997747,32435610.071731213
xheomar_xheomar.github.io,rayleigh,1444604011.848322,13198185.593207132
adamprocter_microblog,norm,1519347781.9474187,6871621.16987457
bitbucket.org_cybershadow_d,norm,1430761012.265782,91078919.45200662
collective_plonetheme.earthlingtwo,norm,1222791089.4082112,61953383.65707574
vermaneerajin_editra,norm,1161481215.6195743,126585953.52519038
ElderDrivers_Repository-Website,powerlaw,1.0257716989866505,1548863075.7877893
5d2_files,cauchy,1598902846.4107063,701839.8733364404
scm-ninja_starter-web,norm,1521932519.8680773,38443857.07571692
ravendb_ravendb,gamma,398.5857758134332,-456480604.82177734
dwillis_randpaul_donors,powerlaw,0.9479535993514223,1443112338.163351
p8499_boost-type_traits,rayleigh,946447026.6793153,260874138.10855424
sahil28297_erpnext,powerlaw,2.1692968760199323,1283845880.987364
pagure.io_launchpad,rayleigh,1089778232.0031948,147006244.41833845
fikrado_go-,powerlaw,0.9186040359449109,1578114360.9999998
getlantern_lantern,gamma,92.08931802204458,806874138.4768332
GNOME_gtk,powerlaw,2.522258807720654,770587313.7467504
weather-ko_weather-ko.github.io,cauchy,1613849911.6539168,178665.82803412486
git.kernel.org_pub_scm/public-inbox/vger.kernel.org/lkml/6,powerlaw,1.3253755741501712,1517198163.370844
one-million-repo_one-million-repo,uniform,1548554427.0,41775.0
jasoncalabrese_indy,powerlaw,3.8848142919081656,1438813897.291974
FreeCAD_FreeCAD,norm,1476341409.8153784,94275392.10046609
0vn_gitb,rayleigh,1567350236.6008568,7378202.3377693845
jakirkham_feedstocks,powerlaw,2.120230847648143,1452388915.016632
phpbb_phpbb,cauchy,1374138175.1550121,75208007.27787425
RLovelett_qt,cauchy,1274587627.6557999,33177617.19142406
hdrky_mozilla-central.fgv,powerlaw,0.995459692713327,891052420.3414736
mmbase_mmbase,norm,1172293563.1046925,92663629.6727617
ManageIQ_manageiq,gamma,4.803969818883868,1382598284.2890704
midonet_midonet,rayleigh,1406279752.9487207,35928987.75669642
smaslennikov_whattimeisitrightmeow,powerlaw,0.9655038897922137,1505670329.9999998
dongs365_docker,powerlaw,2.7834173393809403,1536170305.6614914
aibasel_git-downward,cauchy,1445107154.770335,43283047.91667801
doctrine_orm,powerlaw,1.7326917851907755,1064926991.1463878
micahyoung_citibike-data,powerlaw,0.9996788513953534,1413423886.9999998
git.kernel.org_pub_scm/public-inbox/vger.kernel.org/lkml/1,powerlaw,1.0992331962572448,1167715939.6139812
mirror_cygwin,rayleigh,912238966.0925308,182567724.76993027
topcoder-platform_tc-website,cauchy,1171934890.0781593,45480746.42849524
kiang_TainanWaterMap,cauchy,1535970414.9650292,11143050.69445101
fuchsia-mirror_zircon,gamma,21.84897715631803,1358986710.845952
regforums_Synchronizer,cauchy,1553374120.090188,80982.2794280295
gitorious.org_netbsd-mirror/srcsys,powerlaw,1.1970397391820986,732677583.5979204
alrieckert_lazarus,norm,1287044929.2127025,138445858.79947013
jlord_patchwork,gamma,4.444534232526292,1374671177.792589
caolan_async,norm,1445242961.7679708,87166886.91473718
JavaOPs_topjava,norm,1521243035.1174848,36694734.06533171
dockercore_tools,norm,1608044175.8448586,262258.1615292095
kai7p_wordpress,cauchy,1385334090.6549757,57577452.469758004
bd808_profile-life,rayleigh,1344569899.4343116,65281176.2075763
cshore-history_openwrt-combined,powerlaw,1.4547409197247085,1036755110.9898903
axbannaz_Middleware,rayleigh,821240644.9548614,212994728.0976423
simple4098_doms,norm,1449611023.8597631,17658141.731903918
rdpeng_ProgrammingAssignment2,lognorm,0.6939191515310081,1385052036.0954182
git.kernel.org_pub_scm/public-inbox/vger.kernel.org/linux-media/0,powerlaw,1.0589450312477493,1202006716.8661857
arnt_qt-history2,powerlaw,2.2255521976705577,748851137.0901794
raspberry-commits_bedroom-temperature-api,powerlaw,0.9941710695398587,1583268006.9999998
supermobiteam2_Tizi,powerlaw,1.9632824422973714,1527555866.347561
git.kernel.org_pub_scm/public-inbox/vger.kernel.org/netdev/1,powerlaw,1.0424807814682724,1509619949.1996818
edx_edx-platform,rayleigh,1317832372.396043,108208565.06410676
s1tgaming_s1tgaming.github.io,powerlaw,2.1979619935202823,1452936439.3571243
Netw0rkLan_AsteroidTrackerService,cauchy,1548628242.67955,27249490.286846194
tensorflow_tensorflow,norm,1539616543.47835,41499726.04444476
eclipse_sumo,norm,1358095994.646628,148707406.44821945
gitlab.com_nextcloud_server,norm,1437861729.2425659,103720754.08102559
Anon-Exploiter_make-me-first,cauchy,1599835367.1088157,51343.535960295085
test987987_test100,powerlaw,1.954072415580222,1519702590.7312675
android.googlesource.com_platform_superproject,rayleigh,1490153005.330147,50157766.16754151
repo.or.cz_dnsmasq-china-list,cauchy,1555951648.2166471,29116817.801480643
mattermost_mattermost-server,norm,1531907351.5833168,58527902.98623065
apache_beam,rayleigh,1443658889.1694005,64606019.7201609
dustymc_arctos,rayleigh,1167305011.5524802,151339328.21833563
yocorn_commits,rayleigh,1557055899.3827178,93709.53917918625
Parkboyoung11_Kirito,expon,1532243610.0,9193305.658322811
koding_koding,rayleigh,1334460312.605949,66354389.37952598
feedarchive_freenode-newsbot-live,powerlaw,1.146084570576837,1592440358.875248
Azure_azure-sdk-for-java,powerlaw,6.575215107498856,1113441146.810749
fsobrado_serenity,powerlaw,1.213347864921352,1306419788.9028025
eclipse_osee,powerlaw,1.9287257337799346,1178426352.4332314
Quentin-M_pacman,expon,1494183600.0,17795189.635908365
jave_xwidget-emacs,norm,1087578276.4980857,175790688.2023886
ansible_ansible,cauchy,1514620846.7419372,40956498.849037305
jikker_lineage_monitor,powerlaw,1.074211016564266,1475811268.554156
gitlab.com_gitlab-org_gitlab-foss,cauchy,1552984140.9928963,29023963.86164087
udacity_create-your-own-adventure,gamma,55.724060454303,1181633722.0221324
multicharts_scanner-check,powerlaw,2.087981842430861,1466836000.7746062
simoncozens_libtexpdf,gamma,16.525721937274902,956429266.4846663
pk-codebox-evo_ide-eiffelstudio,gamma,578.0653939092367,-2812940019.167659
download8866_Tortoise-SVN,gamma,3.3855042731251412,1028875867.5410395
galaxyproject_galaxy,norm,1476525436.82171,85276575.34050338
sunwookimiub_test-results-analyzer-plugin,expon,0.0,50100829.89043994
Waffiliate_repoForSynch,powerlaw,0.8257100247420643,1539204847.9999995
opendaylight_controller,powerlaw,1.0444752126357206,1363952703.753282
pandas-dev_pandas,powerlaw,2.8159024949505875,1221768633.335154
me-stevens_gitbanner,uniform,1393778106.0,603763200.0
informaticaqa_newrep,powerlaw,254727.6191902266,-673188886703.0632
NRYAN15_dfdsf,expon,0.0,5157820.644946821
uzair1990_SVN_BackUp_S3_Artifacts,norm,1462059745.4655023,13144084.33144565
Nexedi_erp5,powerlaw,1.6556385153898094,1039527177.6523796
miksago_icecast,gamma,23.452399751266668,689359436.0907274
smogon_pokemon-showdown,norm,1499651297.7762632,77700877.64685777
Lauwenmark_crossfire-server,norm,1248149982.1801696,105399695.50354111
pbaffiliatetwoop_repoForTest,gamma,1.6935031809820962,1465965960.606344
symfony_symfony-standard,cauchy,1406331682.5220299,55463110.94864535
19h_heartbeat,norm,1451705225.2990217,32301859.51133758
CleverRaven_Cataclysm-DDA,powerlaw,1.923762983098937,1285819114.0491037
sunaidream_sunaidream.github.io,powerlaw,1.1522169796471213,1614416150.8671072
aimementoring_website,norm,1585306945.4171076,4546347.395772792
stephenmcd_mezzanine,lognorm,0.14908785315026662,990724661.0166123
git.eclipse.org_r_papyrus/org.eclipse.papyrus.git/,cauchy,1459506259.162443,33585579.770178095
ISTweak_android_bootable_recovery,norm,1469302950.339676,81837195.40722306
salsa.debian.org_webmaster-team_webwml,gamma,3.2912202637595964,887991731.6208572
DojoRally2019_DRW,powerlaw,0.5529174583421494,1573900028.1909404
git.kernel.org_pub_scm/public-inbox/vger.kernel.org/linux-fsdevel/0,powerlaw,1.9433015051968643,1012005864.1690729
nya3jp_tast-tests,powerlaw,2.724914684768075,1505425946.5776873
pmn4_heroku-buildpack-rails-node-python,norm,1480212334.025525,69052824.53259495
mztaylor_myplan,powerlaw,2.9203940103491837,1173157780.4441965
symfony_symfony,norm,1364363032.192652,167184766.258273
mmistakes_minimal-mistakes,norm,1519390498.8755233,60731528.651245646
saqib-ali_hivemined,cauchy,1568038756.060855,4215666.842108786
git.kernel.org_pub_scm/public-inbox/vger.kernel.org/lkml/7,powerlaw,1.008277335774928,1551308624.6599126
rayjim_boost,norm,1186124222.626608,108679428.33091997
wxWidgets_wxWidgets,rayleigh,872463401.4644071,241845021.29541403
LineageOS_android_hardware_qcom_audio,powerlaw,72161770.23594838,-8996246482095607.0
frugalware_frugalware-current,rayleigh,1094873404.424222,199287114.27670228
francocorreasosa_commiter,cauchy,1425755242.5115707,9167.022454507032
jasoncalabrese_indy-e3,powerlaw,1.1440097464317744,1455961390.5161602
sjqtentacles_github-autocommit,powerlaw,1.0429378216075986,1579331717.4535904
g0v-data_mirror,gamma,1.9349072861119931,1373435184.8113422
Enlightenment_efl,norm,1425141333.890362,118641753.34741452
bitbucket.org_jeroendr_meat-demo-deployments2,norm,1545043860.8895848,39899933.0549353
dapplion_Ethereum-Mainnet-Blocks,expon,1584286777.0,44101.02249956131
triforcecoin_triforcecoin,norm,1559482904.8260717,8523530.13937694
sunnyden_reactos,gamma,32530.143796885983,-22038998932.4402
frankbaele_temp,norm,1603028622.4686966,1272396.5404053787
zeit-github-test_github-e2e-tests-dev,powerlaw,2.7934129773126237,1548884569.3468332
daattali_beautiful-jekyll,norm,1521806054.8889377,50147104.91690142
drupal_drupal,norm,1404058016.1635017,123527937.21924919
bcgov_dbcrss,gamma,14544.872247607986,-2577788215.4281626
szhou2015_gatethree_trunk_test,norm,1367635134.2294219,35162888.33316615
gitlab.com_aosp_test2_mirror/superproject,powerlaw,1.131131490484206,1493749587.4809542
CGAL_cgal,powerlaw,1.8166379170921974,807850935.1706927
speedtracker_speedtracker,norm,1532585400.3998861,23248524.21771501
ashking_phnest,rayleigh,1393909937.8313906,19912847.03593329
videolan_vlc,powerlaw,1.9486204949169519,933692701.2178457
jasoncalabrese_indy-jan16,gamma,0.9378495620002766,1453014857.9999998
yaohuangguan_yo,rayleigh,1545626046.979378,2752771.3128033034
apertium_apertium-html-tools,norm,1350130811.273307,78977846.88654388
salsa.debian.org_users_joeyh_d-i,gamma,144.93832035137285,511001335.08906436
openbsd_src,rayleigh,787267527.6589149,298940447.08924097
tork-a_jsk_3rdparty-release,gamma,0.6119055906940756,1434681764.999415
lorenz_jitsi-monorepo,powerlaw,1.124483737749859,1087967963.630493
jgreef2_test,rayleigh,1440611172.3184454,10252.105480314709
web-platform-tests_wpt,powerlaw,12.74941412668262,-18757169.890690163
mozilla_bedrock,gamma,21.04922878062044,1016775786.3526955
norvek_laravel,powerlaw,1.21212074148491,1288617075.012396
MonetDB_MonetDB,gamma,6.738115944570982,886788732.1407971
xi_github-lit,gamma,61.49998876221699,1500931773.403192
nlucas2_BetaStampWebhooksTest,rayleigh,1533949764.0611737,32102389.409280233
agrosner_DBFlow,norm,1519494855.2102876,35702237.9328632
LineageOS_android_frameworks_av,cauchy,1556654884.0452023,28702570.862588156
jdzs1_cbzs.github.io,rayleigh,1532267595.3656285,8098049.430211614
jyc99_testv,norm,1531771848.6663918,6247836.721508326
anuditnagar_millionaire,powerlaw,0.054484863220252616,1554966932.9999995
openSUSE_kernel-source,powerlaw,13.11666004039142,-419140437.9674196
bitpay_bitcore,rayleigh,1372500647.3160205,90927785.79985675
crawl_crawl,rayleigh,1184231192.5087392,163953403.7838291
TestToJava_covid-19-india,powerlaw,1.2650866368188287,1585738372.9726734
Phantom-Blue_phantom-blue,gamma,842.6590104097479,491860554.13535583
codeix_z3c.recipe.dev,norm,1131159536.849867,93171403.89854069
jocelyn-draft_ignore,cauchy,1511207466.1184661,1029400.9348409991
guadguadt_up,powerlaw,0.8132640580914337,1554707120.9999995
EugeneYilia_EugeneSignIn,uniform,1532982272.0,4439998.0
biorealize_biorealize.github.io,cauchy,1581264130.4928648,754494.2249353359
eclipse_linuxtools,cauchy,1383046718.543713,21479130.256127514
zm9913_maven-db-plugin,norm,1288304092.9110177,20658757.11266998
jeongminkim_jeongminkim.github.com,gamma,539.3881616068402,1526790979.4120293
simonAllier_benoit-exp-result,cauchy,1445080947.6714306,1881317.30055069
dolphin-emu_dolphin,cauchy,1536742799.0661545,34303301.72122583
donno2048_stretch-test,norm,1601661302.7032423,63436.89347004842
freebsd_freebsd-doc,gamma,4.742035684484936,721292911.0634677
pohly_chromiumos-overlays-board-overlays,powerlaw,1.2528525722298876,1265008306.189406
ucscGenomeBrowser_kent,rayleigh,975981605.5789415,245721810.3295606
scylladb_scylla,norm,1519162024.9689589,53540703.73290753
gitlab.com_tikiwiki_tiki,powerlaw,1.4901243684687708,1033442039.6127236
btopt5_idepairline,powerlaw,1.1453790842374985,1551947724.152052
repl-electric_sonic-pi-history,uniform,1413570050.0,124573125.0
kszucs_crossbow,powerlaw,1.7353509981904924,1526851219.3715782
openstack_horizon,gamma,56.198597198348025,1010355905.8047009
auto-program_vendor,rayleigh,1350034991.484967,102560300.66248442
Kitware_CMake,norm,1280797977.8641264,189758899.40611908
jruby_jruby,powerlaw,1.4348363573641443,994073162.0155993
git.kernel.org_pub_scm/public-inbox/vger.kernel.org/lkml/4,powerlaw,1.170674139094229,1420413062.0344062
geos4s_realtimegis,powerlaw,0.8598433398245634,1520158578.9999995
bloomberg_chromium.bb,powerlaw,4.673954640279915,618760070.8594165
civicrm_civicrm-core,rayleigh,1337855637.1131928,104211510.42052373
ncatlab_nlab-content-deprecated,expon,1504202198.0,36393.27429962158
swedishtechevents_swedishtechevents.github.io,cauchy,1591809083.5630846,5135531.00635335
ampproject_amphtml,norm,1537211033.9889286,44403064.61678192
binary-com_binary-static,powerlaw,1.5499823579226117,1395631222.1346164
sipwise_ngcp-panel,cauchy,1474326977.2146988,25190282.159340873
ssbattousai_Cuda12,powerlaw,1.021111992925134,1458836915.8971868
Cutthroat413_markdown-portfolio,powerlaw,1.6889251926517201,1518528632.5814235
project-draco-hr_consulo,norm,1262754985.419123,79064835.55454648
chromium_chromium,cauchy,1500772138.7301419,33517748.05359839
google_skia-buildbot,norm,1538715776.4426153,44804453.645661354
ICGC-TCGA-PanCancer_ceph_transfer_ops,cauchy,1457094117.841208,4905805.390347727
gitlab.freedesktop.org_mesa_mesa,powerlaw,3.384074000382604,856537925.2250724
openbsd_ports,norm,1282495677.6930754,169117238.29842302
girish-io_RepoWithALotOfCommits,gamma,1.7371055106943945,1610559959.597499
Arkhtyi_Discrete-structures,expon,0.0,6630093.957350273
pfsense_FreeBSD-ports,powerlaw,1.6304305430809252,750352488.8234514
gitorious.org_openoffice/mirror,norm,1118516821.095349,73273473.1535554
surmon-china_nothing,cauchy,1461534842.278851,68009.47876428283
ClashProducts_wordpress553,norm,1363759820.3617098,133609209.6657023
ywei2015_myproject,exponpow,0.1552438198515752,-6.085697481132671e-19
hakrtech_openbsd-src0-test,powerlaw,1.1277546700420071,813979550.7178316
freeCodeCamp_freeCodeCamp,cauchy,1539920304.2653997,23216078.430776082
facebook_buck,powerlaw,2.4320334168701314,1223420023.4218524
kerim_microblog,powerlaw,1.3960496696493463,1517769450.8107257
electron_i18n,powerlaw,0.9780673699369482,1494682487.1416812
repo.or.cz_netbsd-mini2440,gamma,1213.07888143728,-3836232706.9089994
NixOS_nixpkgs,powerlaw,2.7034342256416988,1024422663.7976222
ebezault_EiffelStudio,norm,1094306849.048268,165665599.43316028
enricemcorro_enricemcorro,cauchy,1584028034.6124716,267246.66481366515
openshift_origin,gamma,905.8468392773648,-66556364.496377215
ssbattousai_Cuda13,norm,1461070295.8431556,1192416.265735888
OSGeo_grass,norm,1379010359.8997438,95982937.66228536
wikimedia_apps-android-wikipedia,rayleigh,1376734982.511176,84043166.6986588
LambdaSchool_Graphs,gamma,840.2319662925231,940057959.3399155
git.kernel.org_pub_scm/public-inbox/vger.kernel.org/git,exponpow,0.12974608646013489,1466030511.9999998
edquist_osg-twiki-backup,exponpow,0.86530694887741,1526327213.9999998
0xrabin_commitsbro,cauchy,1605514745.4162807,5874.225635951088
Intel_luv-yocto,norm,1418778281.4532046,123899351.25013658
stoupoun_p2-breathe,rayleigh,1376924275.3878047,59800160.48228903
eugene-matvejev_1kkk-commit-repository,norm,1487901065.750302,146316.3168021166
lammps_lammps,gamma,43.454404950814734,671256655.5944052
jasoncalabrese_indy-e4c,powerlaw,1.0214668895695798,1488207059.3150706
kraj_binutils-gdb,gamma,1723803.17557549,-252714990192.44165
udacity_frontend-nanodegree-resume,norm,1486208598.121576,41307235.49448251
mcmult_lustre,cauchy,1374986433.9636383,72889929.85077174
ikasunsa_www,rayleigh,1529578553.7640374,9684139.277482903
ishvaram_hackygbit,cauchy,1532579139.0562065,10276573.802630825
tmtmtmtm_nigeria-national-assembly,rayleigh,1472284300.374544,27275520.67263411
8emezzo_8emezzo.github.io,powerlaw,0.9858873922244094,1555327120.9999998
appcelerator_titanium_mobile,gamma,2.7198704362688932,1241414467.6439915
crowbar_crowbar-core,gamma,1.65070550813017,1310828340.3937676
radhaisme_anticlergygang.github.io,gamma,391.6842619086673,1471382928.3310862
AmartyaU_WordPress,norm,1366029838.380952,130992241.04767416
DragonFlyBSD_DPorts,powerlaw,0.8113311862623793,1351511974.9999998
tmtmtmtm_tanzania-parliament,powerlaw,3.4463940947981566,1430126234.5630195
EnkiChen_webrtc,cauchy,1511752709.6651638,11414562.274921108
jenkins-x_default-environment-charts,norm,1566178481.2220974,19061563.413030744
eigenteam_eigen-git-mirror,cauchy,1551706484.0554383,14179610.62626419
gentoo_gentoo-portage-rsync-mirror,powerlaw,1.4152777072882436,1356587565.7567496
dimagi_commcare-hq,powerlaw,1.9832956767207965,1229933418.350296
apple_swift,cauchy,1478885028.358523,65109907.312812716
root-project_root,powerlaw,2.2644080294768356,899527284.4532282
fharbe_unix-history-repo,norm,562759176.7799617,157838818.9703976
ILIAS-eLearning_ILIAS,powerlaw,1.2142107696221798,1026546941.376441
ckeditor_ckeditor-dev,cauchy,1518178746.3098865,40667519.22151586
spryker_demoshop,cauchy,1547757073.0864873,26813795.840010125
invent.kde.org_system_dolphin,norm,1196978486.9030027,163132066.61615723
git.savannah.gnu.org_git_mediagoblin,cauchy,1502298535.2889352,30496578.806029074
NickeyWoo_wiki,cauchy,1423709325.9059067,8272049.804615384
gitorious.org_netbeans/main-silver,cauchy,1229035146.8225367,35596035.380143575
dingpengyu_screenReaderTranslations,powerlaw,2.3418473565945144,1172844605.8686857
mongodb_mongo,norm,1369722470.7694397,137318178.86718774
apache_lucene-solr,gamma,467.33534657875407,-1141238605.7068515
tootsuite_mastodon,powerlaw,1.4878260530372107,1456003384.660427
WenhuaChang_openSUSE-grub2,cauchy,1300746304.7944317,66787894.30437288
jpark2383_MP2,expon,0.0,10150606.451034768
ZIDAN44_linux-stable,norm,1264448848.3283775,70717487.26209868
teisam_teisam.github.io,powerlaw,1.0011350251429416,1519126082.2809467
gentoo_gentoo,gamma,4.0367418411773475,951162626.1461525
git.kernel.org_pub_scm/public-inbox/vger.kernel.org/lkml/2,powerlaw,1.1218921065593133,1267474996.5952194
MicrosoftDocs_azure-docs,powerlaw,2.155745585001586,1325381979.1722524
vanzin_jEdit,norm,1207937923.9362464,125059551.65139548
gitlab.com_szzdlab_ntdtv,norm,1571036684.6102405,1009216.330969232
varunsridharan_fun-automated-commit,norm,1594193126.1891148,27087.881710051915
escottdexcom_indy-e1g,powerlaw,1.0651227766952331,1470046917.4322758
opencollab_scilab,norm,1299839809.6716213,117189930.51416446
daenuprobst_covid19-cases-switzerland,powerlaw,1.1927240322013015,1584017144.1330895
jspaleta_why,uniform,1590626483.0,1908.0
samba-team_samba,cauchy,1225904919.4545474,106116214.36503313
marco-c_gecko-dev-comments-removed,cauchy,1578077946.1275282,242881.08131655212
jthub_ega-file-transfer-to-collab-4-jtracker,exponpow,0.8675349944877291,1498855918.9999998
xen-project_xen,norm,1291659114.1579826,152434867.66680095
geos4s_18w856162,powerlaw,1.0383238148122595,1543304257.0225184
batchpause_PAUSE-git,powerlaw,0.8155789231771902,1333188513.9999998
comitterman_testrepo,norm,1474327809.6962562,20457.362974953066
gitlab.com_THT-INC_git-plugin-tests,rayleigh,1496394951.487016,46943046.89892453
alisw_AliPhysics,norm,1337443847.299195,144655768.88452733
gitlab.com_techdemocracyresearch_mosip/mosip/registration-old,rayleigh,1534313919.2013474,19118989.52353764
Unity-Technologies_ScriptableRenderPipeline,powerlaw,3.22635204525473,1367013632.4738717
gitlab.com_quicla_platform/packages/apps/Mms,gamma,41.52533351885216,887192203.7374018
xcaq_xcaq,powerlaw,0.8104260859515318,1594547751.9999998
spirosmastorakis_CFN,gamma,1.6522584269020226,1155982402.457314
git.kernel.org_pub_scm/public-inbox/lists.infradead.org/linux-arm-kernel/0,powerlaw,1.5409001150435095,1234271994.901966
m1ha5_testing,powerlaw,1.483247591212018,1563678604.7075415
crosswalk-project_blink-crosswalk,norm,1313023776.3467717,84684254.63237098
starseeker_git_conv_test,cauchy,1284163568.7956884,143317119.56610173
asimamalani_gitfiti,rayleigh,1553391321.2721143,6674896.456039705
chapel-lang_chapel,powerlaw,1.2245583077867703,1074460906.4420462
idevat_trac-tags-plugin,norm,1306825703.2433383,80950680.27830659
learn-co-students_debugging-with-pry-v-000,norm,1539878454.0170293,33415753.79115802
dotnet_roslyn,powerlaw,1.4835657904050157,1394925150.8486702
Homebrew_homebrew-core,norm,1520684716.049252,63307033.072831064
boostorg_boost,rayleigh,950337148.3259642,191851618.52610755
hedgespin_sensor_data,powerlaw,0.8485206006414929,1523448740.9999995
mleoking_PhET,norm,1254322581.3062484,76294585.1078383
simonpcook_llvm-clang-submodulerepo,powerlaw,1.8034824338663462,985098782.60988
opendaylight_integration-test,gamma,10.711946097832175,1371500241.5766246
opendaylight_ovsdb,gamma,65754.24461468909,-9513111776.2215
blipvert_macports,norm,1291850885.451398,111601462.02292092
joegen_opalvoip-opal,gamma,13.554219958002802,793261510.1742573
tcltk_tcl,norm,1301759047.180801,173207796.70220202
qgis_QGIS,powerlaw,1.6963645274233459,1022257786.2350006
emilianbold_netbeans-releases,rayleigh,1108296863.4232068,130569919.52487928
LibreOffice_core,powerlaw,1.28732856643662,967243988.8002965
thomas-moulard_test_repo,cauchy,1567457278.3991003,28063577.982396364
ThePiGuy0_android_device_motorola_msm8226-common,gamma,230.56245682072927,444488666.33421254
gitlab.com_fancycode_mirror-opalvoip-ptlib,cauchy,1051010138.3994696,68558645.74648646
Bsaliba_InductiveMiner-Prom-Plugin,powerlaw,1.506190983333625,1289293338.9603145
mad-science_6178,uniform,1461699536.0,925.0
dotnet_docs,norm,1540010151.2539198,45788709.454430215
himobi_hotspot,cauchy,1585289626.610907,10996755.758688033
gitlab.com_unofficial-mirrors_libreoffice-online,cauchy,1582940105.2853823,17192333.888045624
qinwang_R,gamma,49.0405517162681,-49015254.36437244
